Open Price,High Price,Low Price,Close Price,Trade Date
321.75,330,319.75,329.25,08/24/2009
318.25,328.5,317.75,321,08/21/2009
320,321.5,316.5,319.25,08/20/2009
315.25,321.75,310.25,320.25,08/19/2009
313.5,317.5,311,315,08/18/2009
317.25,318,304.25,314.25,08/17/2009
325,328,318,320,08/14/2009
330,338.5,324.5,325,08/13/2009
325.5,335.5,319,331,08/12/09
324,329,323.75,326.25,08/11/09
318.75,334.5,317.25,324.5,08/10/09
332,334,321.5,321.5,08/07/09
346.5,347.5,331.5,332.75,08/06/09
354,359,339.25,347,08/05/09
355.75,361.25,352.75,354.75,08/04/09
342,365,341.5,357.5,08/03/09
331.75,340,329.5,338.5,07/31/2009
321,336.25,320.75,332.25,07/30/2009
321.5,322.5,315.25,321.25,07/29/2009
322,327,320,321,07/28/2009
317,323,312.5,322.25,07/27/2009
326.75,328.25,314.75,316,07/24/2009
311.5,327.75,311.5,327,07/23/2009
311.25,312.75,304,308,07/22/2009
323,324.5,310.25,311.5,07/21/2009
322,325,318.25,323.75,07/20/2009
317.25,322.75,316,322.5,07/17/2009
330,330.75,316.25,318,07/16/2009
338.5,342.25,328,329,07/15/2009
369,369,348,349,07/14/2009
348.5,360,339,356.5,07/13/2009
343.5,347.75,337,346.25,07/10/09
341.25,345.5,338.75,343.5,07/09/09
336.75,345.5,335.25,339.5,07/08/09
346,358.75,335,337,07/07/09
344.25,346.75,339,342.75,07/06/09
350.75,352.5,342,345,07/02/09
346,354.5,343,350.5,07/01/09
377.25,381.75,337.75,347,06/30/2009
383,384.5,375.75,377,06/29/2009
382,386.75,379.75,384.25,06/26/2009
386.75,389,381,381.75,06/25/2009
387.75,391,381,386.5,06/24/2009
387,389.75,380.5,387.25,06/23/2009
396,399,380,386,06/22/2009
403,407.5,398,399,06/19/2009
408,408.75,401.75,403,06/18/2009
404.5,408.75,397.75,408.5,06/17/2009
406.75,411,403,404,06/16/2009
422.5,424.75,405.5,406.5,06/15/2009
439.5,442.75,420.75,426.5,06/12/09
437.25,447.5,436,440.25,06/11/09
442.75,449.75,434.75,435.5,06/10/09
435.5,445.75,434.5,443.25,06/09/09
443,446.75,433.25,434.5,06/08/09
447.5,448.5,440,443.75,06/05/09
433.75,449,430,447.5,06/04/09
448.5,450,430.25,433,06/03/09
443.25,450,440.5,449.75,06/02/09
434.25,446,434.25,445.25,06/01/09
428.25,437,427,436.75,05/29/2009
425,434.75,422.5,428.5,05/28/2009
428,432.25,424.25,426,05/27/2009
426.25,433.75,421.75,427.75,05/26/2009
424,434,423.5,429.75,05/22/2009
425.5,429,417.25,423.5,05/21/2009
425,434.75,423,426,05/20/2009
421.25,429,420.75,426,05/19/2009
413.25,426,406.25,421.25,05/18/2009
427.25,431,416,416.25,05/15/2009
416.75,422.25,414.25,422,05/14/2009
420.5,425.75,415,418.25,05/13/2009
414.75,423.25,413,419.5,05/12/09
408.75,414.25,407.25,413.5,05/11/09
404.5,414.25,404.5,414,05/08/09
400.5,413,400.5,404.5,05/07/09
397.25,402.25,396,400.5,05/06/09
400,401.5,390,399.5,05/05/09
400,405,393.25,398.25,05/04/09
395,408,394.25,406,05/01/09
391.5,400.75,388.5,396.5,04/30/2009
375,394,375,393,04/29/2009
372,377.75,368.25,375,04/28/2009
375,375.5,362,372.5,04/27/2009
380,386.25,374.5,377,04/24/2009
373.5,381.75,369.5,381,04/23/2009
374.5,378.25,370,374,04/22/2009
370,379,368.5,374.25,04/21/2009
374.75,376.5,360.5,369.5,04/20/2009
385.75,387.75,376,376.5,04/17/2009
385.25,389.5,380.75,385.25,04/16/2009
394,394.75,384,385.25,04/15/2009
387,399,385.25,394.5,04/14/2009
390,390.5,383,387,04/13/2009
396.5,405,389.25,391.5,04/09/09
396,402.5,390,396.25,04/08/09
403.75,404.75,395.5,396,04/07/09
404.5,407.25,399.75,405,04/06/09
401,405,397.5,403.5,04/03/09
395,407.5,394.5,401,04/02/09
401.5,402.25,393,395.5,04/01/09
386,406,381.25,404.5,03/31/2009
387.75,389.5,376.75,386,03/30/2009
390.5,390.75,385,387.5,03/27/2009
386,392,386,391,03/26/2009
393.5,394.25,384.5,386,03/25/2009
395.5,398,392,394.75,03/24/2009
395.75,403.75,392.5,394.5,03/23/2009
395,398,393.5,396.75,03/20/2009
395.25,402.5,393.5,396.25,03/19/2009
389.5,391.25,384.75,388.5,03/18/2009
389,395.25,388,389.25,03/17/2009
384.5,397.5,381.5,391.5,03/16/2009
375.75,380.5,375,375,03/13/2009
356.25,378,356.25,377.25,03/12/09
366.25,372,354,356,03/11/09
356.75,375.5,356.5,366.75,03/10/09
355.25,361.5,355.25,357.75,03/09/09
349.75,356.25,349.75,352.5,03/06/09
355,356.5,347,349.5,03/05/09
343,357,340,355.25,03/04/09
343,347.5,340.25,343.5,03/03/09
350,355.75,337.25,343,03/02/09
361.25,361.25,348.5,351.5,02/27/2009
362.5,372,357.25,362,02/26/2009
354.25,369,351,364.5,02/25/2009
350.5,354.75,345.25,354.25,02/24/2009
350,359.75,349.5,352,02/23/2009
353.25,354.75,342,351.5,02/20/2009
349,356.25,348.5,353.75,02/19/2009
349,352.25,346,349,02/18/2009
362.75,365.5,346.25,349.25,02/17/2009
367.25,371,363,363.5,02/13/2009
368.75,377.75,366,366.5,02/12/09
373.25,376.5,368,368.25,02/11/09
374.5,380,368,376,02/10/09
375,383,372.5,376.75,02/09/09
370.75,380.75,369.75,377,02/06/09
358,372.25,356.5,371,02/05/09
363.75,369.25,355.75,358.5,02/04/09
370,372.25,356,361,02/03/09
378,378,363,370.5,02/02/09
382,385.75,377.5,378.5,01/30/2009
384,384.25,378,382.5,01/29/2009
378,386,372.5,383.5,01/28/2009
392.75,396.25,376.75,377.25,01/27/2009
393.75,402.5,383.75,394.5,01/26/2009
385,401,380.5,390.25,01/23/2009
389.75,394.75,378.5,387.75,01/22/2009
382.25,391.75,378,389,01/21/2009
389,407,376.25,382.5,01/20/2009
365.25,393,365.25,389.75,01/16/2009
366.5,369.25,359.75,365,01/15/2009
364.75,369.5,358.75,365.5,01/14/2009
373,379.25,361.75,363,01/13/2009
411,415,380.75,380.75,01/12/09
408,418.25,407.5,412,01/09/09
413.5,418.5,405.75,406.5,01/08/09
424.25,427,413.25,415.5,01/07/09
410.25,429,407.25,427,01/06/09
412.25,416,402,411.5,01/05/09
404,415.5,399.5,410,01/02/09
395.25,408,389,403.5,12/31/2008
392.25,400.75,385,396,12/30/2008
413.75,423.75,390,392.5,12/29/2008
398.75,414.5,398.25,412,12/26/2008
393,398.25,391.25,397.25,12/24/2008
380.5,395,377.75,394.5,12/23/2008
380,386.25,376.25,381,12/22/2008
385.5,385.75,375.25,380.25,12/19/2008
388,394.5,380,387,12/18/2008
397.75,402.75,381.75,389.5,12/17/2008
373,399,370.25,394.75,12/16/2008
374,393.25,373.5,374,12/15/2008
335.75,365,325,359.5,12/12/08
326.75,342.75,323.75,339,12/11/08
311.75,329,311.75,328,12/10/08
314.25,320.75,310.25,312.5,12/09/08
296.75,319,296.75,314,12/08/08
317.5,317.5,290,294.25,12/05/08
332.5,332.75,317.5,317.5,12/04/08
332.5,338.5,329,333,12/03/08
330.25,338,330,333,12/02/08
350,352.25,328.75,333.25,12/01/08
353,359,345.75,351,11/28/2008
353.5,358,350.25,354.5,11/26/2008
354.25,357,347,353.25,11/25/2008
343.5,361.75,338.75,354.5,11/24/2008
357.75,362.5,336.5,338.5,11/21/2008
372.5,375,360.25,363,11/20/2008
379.75,385,375,379,11/19/2008
384.25,386.75,378.5,380,11/18/2008
375,389.5,375,385.75,11/17/2008
384.75,386.25,370.5,381,11/14/2008
365.75,379,363,376,11/13/2008
370.5,389.5,363.25,369,11/12/08
383,384,360.25,375.25,11/11/08
383.25,390,372.75,385,11/10/08
379.25,388,375,375.75,11/07/08
390.25,391.5,374.5,378,11/06/08
412.5,416,390,391.25,11/05/08
401,422,398,412.75,11/04/08
398,418,394.5,402,11/03/08
408.5,410.5,395.5,398.25,10/31/2008
420.75,433,402.25,409.5,10/30/2008
400.5,420.75,396.25,420.75,10/29/2008
387,409.75,385.75,390.25,10/28/2008
380,387,364,385.5,10/27/2008
395.25,407.5,372,373.5,10/24/2008
386.25,401.75,379,391,10/23/2008
412.5,414,381.75,385.5,10/22/2008
421.75,427.75,406.5,411.75,10/21/2008
404,420,404,418.5,10/20/2008
392,410,387,400.75,10/17/2008
385.25,391.75,371,386.75,10/16/2008
412,416,384.75,387.5,10/15/2008
418.25,428.5,410.5,412,10/14/2008
405,423,398.25,409.75,10/13/2008
427.75,429,408.25,408.25,10/10/08
426.5,442.5,425,438.25,10/09/08
417.75,432.5,407,429.5,10/08/08
418.5,429.75,412.75,419.5,10/07/08
444,448,424,424,10/06/08
454,468.5,453,455.25,10/03/08
485,488,454,454.75,10/02/08
494,500,482.75,483.5,10/01/08
507,524.75,485.5,490.5,09/30/2008
541.25,542.25,513,513,09/29/2008
557.75,559,539.25,544,09/26/2008
563,565.5,555,558,09/25/2008
561,574,555,564,09/24/2008
557.75,561.75,549.5,560.25,09/23/2008
541.25,564.5,535.25,558,09/22/2008
530.25,548,527.25,542,09/19/2008
552.5,560,524,525.75,09/18/2008
532.25,560,526,552,09/17/2008
561.5,565,532,532,09/16/2008
570,579.75,545.75,568,09/15/2008
522,551.5,522,547.25,09/12/08
522.5,526,518.5,523,09/11/08
525,529.75,520.75,523.25,09/10/08
530,534,516,530,09/09/08
540.75,542,528,532.75,09/08/08
548.5,548.5,526.75,532,09/05/08
547,556.5,540,549.25,09/04/08
559,559,534,547,09/03/08
560.25,560.25,536.5,554,09/02/08
569.75,582.5,564.75,565.5,08/29/2008
578,578.5,563.75,571,08/28/2008
575,585.25,567.25,578.5,08/27/2008
581,583.25,568.25,575.25,08/26/2008
595,608.75,578.5,580,08/25/2008
597.25,597.25,581.75,586.25,08/22/2008
575.5,605.25,574.25,597.75,08/21/2008
564,578,564,576,08/20/2008
551.25,573.75,541.5,566,08/19/2008
536,559.25,536,553.25,08/18/2008
556.5,557,527.75,529.5,08/15/2008
548,559.5,530,558.25,08/14/2008
511,539,509.5,539,08/13/2008
498.25,516,485.25,512,08/12/08
500.75,504.75,492.75,497.5,08/11/08
523.5,526.5,494.25,498.5,08/08/08
509.75,524.75,503.5,523,08/07/08
524.75,529.75,502.75,508.25,08/06/08
532.5,547.5,516.5,524.5,08/05/08
560.75,565.25,535,535.25,08/04/08
589,589.5,561.5,566,08/01/08
602.5,603.25,585,588,07/31/2008
598.5,605,586.75,600,07/30/2008
582.5,596.75,570.75,593.25,07/29/2008
584.5,590.75,574.75,581.75,07/28/2008
573.25,585.5,569,579.75,07/25/2008
571.5,584,561.75,572.75,07/24/2008
574,589,543.75,570,07/23/2008
589,594,571.25,571.5,07/22/2008
606.25,610,584,588,07/21/2008
630.5,637.25,608.25,609.5,07/18/2008
658.5,663.5,629.25,630,07/17/2008
647.25,660.25,639,659,07/16/2008
661.5,672.5,643.25,648.5,07/15/2008
671,671,650,656.5,07/14/2008
679.75,685.25,666,680.5,07/11/08
684,684,673,674.25,07/10/08
694,695,675.25,683.5,07/09/08
704,704,672.5,693,07/08/08
730,730,692.25,697,07/07/08
751.5,751.5,730.25,743,07/03/08
720.5,749.75,714.75,749.5,07/02/08
722,722.25,703,718.75,07/01/08
753.75,761,715.5,719,06/30/2008
753.25,765,746,753.5,06/27/2008
732,760,730.5,753.75,06/26/2008
711,731,708.5,730.5,06/25/2008
725.5,728.75,709,713,06/24/2008
715,726.5,703.5,725,06/23/2008
728,738,717.75,720,06/20/2008
746.5,754,717.75,730,06/19/2008
745,755,732.75,746.5,06/18/2008
730,743.75,725.25,743.25,06/17/2008
737.75,760,724,733,06/16/2008
712,737.5,701,729,06/13/2008
715.5,725.5,696.5,708.75,06/12/08
674,703.25,673.25,703.25,06/11/08
657,674,655.25,674,06/10/08
660.75,673,650,657.75,06/09/08
643,663.25,641.75,649.75,06/06/08
615,643.75,614.5,642.5,06/05/08
608.5,615.25,602.25,615,06/04/08
610,618.75,601.75,607.75,06/03/08
597,618,595.75,615.25,06/02/08
580,603.25,577,599.5,05/30/2008
592.5,594.75,572.75,583,05/29/2008
593,596.75,585,593,05/28/2008
604.75,607,592.5,597.5,05/27/2008
594.75,602,593,600.25,05/23/2008
608,611.25,595,595.75,05/22/2008
589.25,609,589,608,05/21/2008
590,603.5,586.25,591,05/20/2008
587,593.5,582,587.5,05/19/2008
599.5,608.5,587.5,590.25,05/16/2008
596.25,599.75,585.25,598.75,05/15/2008
598,598,586.75,588.75,05/14/2008
602,602,585,597,05/13/2008
616,618.75,603,604,05/12/08
618.25,627,613,617.25,05/09/08
601.75,621.75,601.75,619.25,05/08/08
589.25,606,589.25,601.75,05/07/08
598.5,610.5,583.75,594.25,05/06/08
605,606.5,572,581,05/05/08
610.75,612.75,600,602,05/02/08
602,606.5,591.25,605.5,05/01/08
592.5,603,591,602.5,04/30/2008
606,610.25,586.75,590.75,04/29/2008
585.25,601,583,600,04/28/2008
576.25,593,566,576,04/25/2008
587.75,590.75,572.25,576,04/24/2008
594.75,597,586,587.75,04/23/2008
582.75,601.25,577.25,595,04/22/2008
597,597.5,569.5,580,04/21/2008
603.25,606,590.5,599.75,04/18/2008
603.5,609.5,598.5,603.75,04/17/2008
606,609,599.75,603,04/16/2008
593.25,609.5,592.75,606.25,04/15/2008
587.5,594.75,579.25,591.75,04/14/2008
595.25,598,583,584.5,04/11/08
605,612.25,593,595.5,04/10/08
592.75,616,592,604.25,04/09/08
588.25,594.25,586.5,592.75,04/08/08
595.25,601,587,588.5,04/07/08
599.75,601.5,595.5,598,04/04/08
595.75,602.75,590.25,600,04/03/08
584.25,599.25,582,596,04/02/08
570.5,587.75,561.25,584,04/01/08
561.25,588,557,569.5,03/31/2008
553.75,562.75,547.25,561,03/28/2008
550.25,557.5,546.5,555.25,03/27/2008
548,561,541.5,551.5,03/26/2008
526,544.75,524.75,544.75,03/25/2008
509.75,525.5,503.25,525.5,03/24/2008
525,526.5,507.25,507.25,03/20/2008
547,548.75,527.25,527.25,03/19/2008
533.25,549.5,528,545.5,03/18/2008
559,567.25,539.25,539.25,03/17/2008
559.75,565.5,541,544.5,03/14/2008
557.75,568,553.25,560,03/13/2008
559.5,562,551,556.75,03/12/08
556,572,549.75,564,03/11/08
530,556,516.5,556,03/10/08
556.25,556.25,528,533,03/07/08
561.75,562.75,546,557,03/06/08
545.5,564,540,557,03/05/08
555,560.5,530,544,03/04/08
546,562,544,556.5,03/03/08
540.75,547.75,539.5,545,02/29/2008
525,544,520.5,543.25,02/28/2008
530.25,532.5,518,525,02/27/2008
533,539.25,513.25,531,02/26/2008
522,542,521.25,533,02/25/2008
524,525,518.75,522,02/22/2008
523.5,529,516.5,524.5,02/21/2008
520,524,513.25,524,02/20/2008
514.5,524.75,514.25,520.25,02/19/2008
511.75,517,509.75,515.5,02/15/2008
497,512.5,496.5,511.5,02/14/2008
496,498.75,492.5,496,02/13/2008
503.5,506.5,495,497,02/12/08
510.5,512.75,491.25,503.25,02/11/08
502,519,501.5,509,02/08/08
500,504.5,491,499.25,02/07/08
510,528.75,500,501,02/06/08
510,512,505,510.25,02/05/08
501.25,511,501.25,510.75,02/04/08
503,509.75,499.25,501.25,02/01/08
497.75,505.25,492,501.75,01/31/2008
501.5,502.5,494.25,498.25,01/30/2008
503.25,507.5,497,500.75,01/29/2008
496.75,503.75,490,502.25,01/28/2008
491.25,504.5,491.25,498.5,01/25/2008
474.25,489.25,473.25,489.25,01/24/2008
487.75,493.75,469,469.25,01/23/2008
491.5,498.5,478.25,489.25,01/22/2008
500.75,502.5,494.75,497.75,01/18/2008
502.5,513.75,500.25,502.5,01/17/2008
505.5,505.5,496,502.5,01/16/2008
510.25,519.25,505,509,01/15/2008
505,515,503,512.25,01/14/2008
474,495,473.5,495,01/11/08
476.25,478.25,471,475.25,01/10/08
477.75,482,475.5,477,01/09/08
465.5,480,465.5,478.5,01/08/08
466,468.5,462,466.25,01/07/08
466,469,459,467,01/04/08
462.5,469,460.75,465.75,01/03/08
456.25,469.5,456,462.25,01/02/08
450,457,447.75,456.75,12/31/2007
453.5,457,451.75,452.5,12/28/2007
451.75,455,450.5,455,12/27/2007
446.75,455,446.75,452,12/26/2007
442.75,444.5,440.25,444.25,12/24/2007
437,448,436.5,443.25,12/21/2007
434.25,438,431.75,438,12/20/2007
430.5,436.5,430.25,434.75,12/19/2007
438,438.5,431.25,432,12/18/2007
437.75,443.25,431.5,439,12/17/2007
417.5,421,416.25,419.25,12/14/2007
417,422,412,418.25,12/13/2007
404.75,417.25,402,416.25,12/12/07
399.5,407.75,398.25,406.75,12/11/07
399.5,402.25,398.25,400.25,12/10/07
394.5,400,394.25,400,12/07/07
393.5,395.5,391,394.75,12/06/07
393.75,396,390.5,393.75,12/05/07
388.25,395.75,385.5,393.25,12/04/07
383.75,392.25,382.25,385.75,12/03/07
383.5,387.5,378,385.75,11/30/2007
388,390,382.5,383.25,11/29/2007
383.5,387.75,380,387.25,11/28/2007
384.75,386,381.25,383.75,11/27/2007
388.75,394,382,385.75,11/26/2007
381.75,389.75,381,389.25,11/23/2007
381.25,383,377.5,382.25,11/21/2007
377.5,386.25,374,381,11/20/2007
379.25,385,376.5,377.75,11/19/2007
374.75,381.5,374.25,379.5,11/16/2007
382.5,383.5,374.25,374.75,11/15/2007
374.5,385,373.75,383,11/14/2007
378.25,382,374,374.25,11/13/2007
385.25,385.5,377.75,379,11/12/07
388.75,389.5,380.5,386.75,11/09/07
383.75,390,382.5,389.5,11/08/07
385.25,393,382.25,384.5,11/07/07
374.75,387.75,374.25,386.25,11/06/07
374.5,377.75,372,374.5,11/05/07
368.75,380.75,368.25,376.75,11/02/07
375.5,379.5,366.5,368.5,11/01/07
369.25,380,368,375.75,10/31/2007
375.25,375.75,368.75,370.25,10/30/2007
372,379,371.25,376.5,10/29/2007
365.75,374.5,365,372.75,10/26/2007
356.5,367.5,356.25,366.75,10/25/2007
361,362.5,355.75,356.5,10/24/2007
364.25,368.75,359.5,360.5,10/23/2007
367.75,368.75,359,364.5,10/22/2007
366.5,371.25,363.75,369.75,10/19/2007
357.75,367.5,356.5,367.25,10/18/2007
360,360.75,355.5,357.75,10/17/2007
361.75,362,354.75,359.5,10/16/2007
351.25,362.5,350,362.5,10/15/2007
343,358,340.75,350.5,10/12/07
347,349.75,341.25,344.25,10/11/07
343.5,348.5,343.25,347.5,10/10/07
339,348.75,338.25,342.5,10/09/07
342.25,342.5,335,339.5,10/08/07
342.25,343.75,339.5,342.5,10/05/07
346,349.75,341,342.5,10/04/07
347.25,351.5,342.25,344.25,10/03/07
368.25,368.75,348.75,348.75,10/02/07
373,376.5,368,369,10/01/07
386.25,387.5,370,373.5,09/28/2007
376,389.5,374.5,386.5,09/27/2007
370.75,376,368.25,376,09/26/2007
372.5,375.5,370.75,371.25,09/25/2007
375.25,380.5,370.5,373,09/24/2007
369.25,377,367.75,377,09/21/2007
357.5,375.5,357,369,09/20/2007
352,358.75,347,358.5,09/19/2007
351.75,354.25,344.25,351.75,09/18/2007
348.25,354.25,347.75,352,09/17/2007
330.75,337.5,329.5,336.75,09/14/2007
340.5,342,327.5,330.5,09/13/2007
323.5,341.75,321.75,339,09/12/07
329.75,330,322,324.25,09/11/07
331.25,336.75,326,329.5,09/10/07
323.25,332.25,319.75,331.5,09/07/07
329,330.75,321,323,09/06/07
339.5,339.75,328.25,329,09/05/07
327.5,340.5,324.75,337.5,09/04/07
322.75,330.5,321.25,325,08/31/2007
322.75,331,316,322.25,08/30/2007
326.25,329.5,321.75,322.5,08/29/2007
334.25,336.75,325.25,327.25,08/28/2007
338.5,340.75,323,335.75,08/27/2007
344.5,345.5,341,341.75,08/24/2007
346.5,354.5,344,345.25,08/23/2007
338,348,337.25,347,08/22/2007
329.75,340.75,329.75,338.5,08/21/2007
327,332.5,324.5,331.5,08/20/2007
320,329.5,317.25,328.75,08/17/2007
326.75,326.75,309.5,322,08/16/2007
327.75,333.5,324.25,328.5,08/15/2007
331,335,324.25,327.5,08/14/2007
336.5,340.5,330,330.75,08/13/2007
331,337,324.75,332.5,08/10/07
339.25,343,330.75,331.5,08/09/07
334.75,342.75,333.25,340.5,08/08/07
324.75,335.75,323.5,335.25,08/07/07
323.5,327,316.5,325,08/06/07
324,330,322,326.5,08/03/07
324,328,322.25,324.75,08/02/07
327,328,316.75,319,08/01/07
324.75,326.5,321.5,325.75,07/31/2007
323.5,324.75,313.5,324.75,07/30/2007
318,322.25,315,321.75,07/27/2007
312.25,326,311.5,317.75,07/26/2007
311.5,316.5,310.75,312,07/25/2007
311.5,316.5,309.5,311.25,07/24/2007
317,317,308.5,310,07/23/2007
322,327.5,315.25,317.75,07/20/2007
327.5,329.5,316.25,321,07/19/2007
322.75,328.25,321.5,327,07/18/2007
331.5,334.5,317.5,324,07/17/2007
347,348.25,334.75,334.75,07/16/2007
341.75,344,338.75,341,07/13/2007
336.25,344,332,343.75,07/12/07
338,339,334.5,335.75,07/11/07
329,340,327.25,338.5,07/10/07
334,334,325.25,333,07/09/07
323.25,334.5,323.25,333.25,07/06/07
324.75,326.5,320.5,323.5,07/05/07
330.75,330.75,317.25,319.5,07/03/07
330,337.5,325,329.5,07/02/07
340,347.5,323,329.5,06/29/2007
344,346.25,338,339,06/28/2007
356,359,340.75,345.5,06/27/2007
358.75,363.75,356,357.25,06/26/2007
366,367.75,357,357.75,06/25/2007
386,387.75,366,367,06/22/2007
397,402,382.5,385.5,06/21/2007
392,401,388,393.5,06/20/2007
416.5,417.5,396,396,06/19/2007
424.25,428.75,414,415.25,06/18/2007
409,423.5,409,419.5,06/15/2007
404,414,402.5,410.5,06/14/2007
393.5,406.5,389.5,405,06/13/2007
393.5,397.25,387.5,393.5,06/12/07
396.75,400.75,389.5,395.5,06/11/07
385.5,388.5,376.5,382,06/08/07
375.25,386.5,372,385.5,06/07/07
380.25,384,371.25,374.75,06/06/07
384,390,377,380,06/05/07
385,389.4,383,384.25,06/04/07
390,395,385.5,386.75,06/01/07
383,395.75,380.5,390.5,05/31/2007
364,384.75,363.5,381.75,05/30/2007
374.25,376,363.25,365.5,05/29/2007
376,379.75,370.75,376,05/25/2007
369.5,378.25,369.25,376.25,05/24/2007
369.25,374.75,367.25,368.75,05/23/2007
377,380.5,367.75,369.75,05/22/2007
370.25,382.75,368.25,381,05/21/2007
377.25,381.25,370,370.5,05/18/2007
376.5,378.75,371,373.5,05/17/2007
370.5,377.75,368.5,376.5,05/16/2007
358.5,374.5,355.25,371,05/15/2007
361,363,357,358,05/14/2007
345.25,361.75,343.5,361.75,05/11/07
359.25,360,345,345.75,05/10/07
352,358,351.75,357.5,05/09/07
365.25,365.25,352,353.75,05/08/07
382,390,367.5,368.5,05/07/07
380,382.75,376.25,380.75,05/04/07
370.75,386.75,370,379.5,05/03/07
366.75,373.75,365,371,05/02/07
364.75,368,353.75,367.5,05/01/07
362.5,362.5,352.25,357.5,04/30/2007
365.75,366,357.25,364,04/27/2007
373.5,378.75,359.5,366.5,04/26/2007
361,380.5,361,371.5,04/25/2007
354.5,361.75,352,361,04/24/2007
358.25,358.5,349.25,351.75,04/23/2007
371,376,358.5,360,04/20/2007
363.75,373,361.5,371,04/19/2007
354,366.5,351,364.25,04/18/2007
369,369.75,352.25,353,04/17/2007
366.5,369,360.5,364.25,04/16/2007
360.75,369.75,355,368.5,04/13/2007
359.5,361.5,349,358.5,04/12/07
368.25,372.5,359,360,04/11/07
364.75,374.25,357.25,368.75,04/10/07
375.5,385.25,360.5,363.75,04/09/07
359.75,367.5,357.25,366.25,04/05/07
347,363.75,347,359.5,04/04/07
356,359.25,343,346.5,04/03/07
357,359.5,354.5,354.5,04/02/07
394,397.75,374.5,374.5,03/30/2007
388,398,385,395,03/29/2007
392.75,396.25,384.5,388.75,03/28/2007
391.75,394,387,392.5,03/27/2007
400.5,403,385,392,03/26/2007
410,412.5,402.5,403.25,03/23/2007
409.75,410.5,406,409,03/22/2007
406.25,411.5,403.75,409.5,03/21/2007
398.5,406,395,405.25,03/20/2007
400.25,404,393.25,397.75,03/19/2007
397,405.5,392.25,400,03/16/2007
405,408.75,397.25,397.5,03/15/2007
395.5,396,388,389,03/14/2007
398.5,402.5,392.5,397.5,03/13/2007
408.25,408.5,397,399.25,03/12/07
412.5,414,407,407,03/09/07
415.5,419,411,411.5,03/08/07
410.5,418,409.25,414,03/07/07
417.25,420.25,411.75,411.75,03/06/07
410,418,402.5,418,03/05/07
417.25,419.25,408.25,411,03/02/07
425.75,428.5,405.75,417.75,03/01/07
411,426,409.25,424.5,02/28/2007
425.25,425.75,405.75,411.5,02/27/2007
430.25,437.25,425,425.25,02/26/2007
433,434.5,428,429.25,02/23/2007
425.5,435.25,425,434,02/22/2007
415.5,428.25,413.25,426.25,02/21/2007
416.75,420,414,415.5,02/20/2007
408.75,418,405.75,416.75,02/16/2007
408.75,412.75,404.75,407.75,02/15/2007
412,414,405.25,408.75,02/14/2007
404.25,411.75,403.25,411,02/13/2007
406.25,409.5,403,404.25,02/12/07
400.25,409.75,397.25,405.5,02/09/07
393,401.25,392.75,399.5,02/08/07
396.5,399.75,391.5,392.75,02/07/07
402,403.25,396.25,396.75,02/06/07
404,407,397.75,402,02/05/07
398,405.75,394.5,402.25,02/02/07
404.25,408.5,396.5,397.75,02/01/07
405.25,409.25,402.5,404.25,01/31/2007
400,405.75,396,404.5,01/30/2007
406,407.75,396,400,01/29/2007
407.75,408.75,402,405.75,01/26/2007
402.25,407.5,398.75,407.25,01/25/2007
409,411,397.25,400.75,01/24/2007
404.75,410.75,404.75,409.25,01/23/2007
405,409.25,399,404,01/22/2007
412.5,414.5,405.75,407,01/19/2007
411.5,418,405.25,412.5,01/18/2007
402.75,420.5,402.5,408,01/17/2007
416.5,416.5,402.5,403.5,01/16/2007
377,396.5,374.25,396.5,01/12/07
362,380.25,362,374,01/11/07
354,363.5,352.5,361,01/10/07
362,363,354,354.25,01/09/07
369,369.75,361.25,363,01/08/07
361.25,368.75,359,368.5,01/05/07
371,372.5,360.5,362.5,01/04/07
388,388.25,370.25,370.25,01/03/07
389.25,390.5,387.5,388.25,01/02/07
388.25,391,387.5,390,12/29/2006
386.25,392,385.5,389,12/28/2006
388,389,383.5,387,12/27/2006
385,389,384.5,388,12/26/2006
377.75,384.25,377.75,383.75,12/22/2006
373,378.5,372.75,378.25,12/21/2006
372.75,376,370,372.75,12/20/2006
365.25,373.25,364,373,12/19/2006
368.75,369.75,362,365.5,12/18/2006
371.75,372.5,366.5,369.25,12/15/2006
354,359.5,352,358.75,12/14/2006
359,359,351,354.5,12/13/2006
356.25,361.5,355.5,358.5,12/12/06
353,359.75,349,355.5,12/11/06
355.75,360,353.25,355,12/08/06
350.75,359.5,349.25,358,12/07/06
365.5,365.5,351.5,354,12/06/06
361.5,367,358,365.5,12/05/06
373.75,373.75,359.5,363,12/04/06
376.75,377.75,371,373.5,12/01/06
371,378,363,377,11/30/2006
368.5,371.5,361.25,370.5,11/29/2006
371.5,373.5,364.5,368.25,11/28/2006
369.25,376.75,366.5,371.5,11/27/2006
362.5,370,362,370,11/24/2006
361.5,365.75,357.5,363,11/22/2006
359.5,362,357,362,11/21/2006
356.75,372,356.75,360,11/20/2006
351.25,356,345.5,356,11/17/2006
356.75,365,349.5,352,11/16/2006
358,366,354,358.75,11/15/2006
342,361.75,341.5,357.25,11/14/2006
341,352.25,340.25,342,11/13/2006
349.5,350.25,342,343,11/10/06
358.75,362.25,349,350.25,11/09/06
351.25,367,350.75,358,11/08/06
344,352.5,341.25,350.75,11/07/06
342.25,346.5,338.75,344,11/06/06
343.75,348,339.75,343,11/03/06
335.25,353.5,335.25,343.5,11/02/06
